Area,Instituicao,Modalidade,Inicio Doutorado,Inicio Mestrado,Docentes,Dissertacoes,Teses,Di/Te,TotalPeriodicos,Total Qualificados,A1,A2,B1,B2,B3,B4,B5,C,NC,Conferencias,Livros,Capitulos,Coletaneas,Prod.Artistica,Outros,Conceito
Letras_Linguistica,UFRN,Acad,2006.0,1993.0,23,54,20,2.7,54,47,4,5,7,4,8,7,12,0,7,237,5,114,2,2,10,Quatro
Letras_Linguistica,UFSC,Acad,2009.0,2004.0,17,51,0,,130,108,10,17,17,11,25,9,19,3,19,29,7,82,0,3,19,Quatro
Letras_Linguistica,UFSCAR,Acad,,2005.0,14,47,0,,49,45,6,3,0,3,15,7,11,1,3,93,1,108,4,2,10,Quatro
Letras_Linguistica,UFU,Acad,2009.0,1995.0,12,71,0,,31,26,5,2,4,4,0,6,5,0,5,17,26,84,4,1,2,Quatro
Letras_Linguistica,UFU,Acad,,2006.0,12,25,0,,55,46,4,4,7,9,3,8,11,1,8,45,5,58,2,50,11,Quatro
Letras_Linguistica,UFV,Acad,,2009.0,12,0,0,,20,15,0,1,1,6,1,4,2,0,5,15,2,12,4,4,0,Quatro
Letras_Linguistica,UNB,Acad,2000.0,1976.0,22,61,33,1.848484848,42,36,4,2,4,7,7,5,7,1,5,34,4,82,0,0,3,Quatro
Letras_Linguistica,UNESP/ASS,Acad,1984.0,1979.0,16,53,32,1.65625,143,131,9,10,9,18,24,27,34,0,12,161,7,115,10,2,7,Quatro
Letras_Linguistica,UNIOESTE,Acad,,2003.0,18,56,0,,191,153,9,14,22,16,19,49,24,4,34,427,11,94,4,4,5,Quatro
Letras_Linguistica,UNISINOS,Acad,2008.0,2000.0,10,37,0,,68,56,6,16,7,12,8,4,3,1,11,79,5,39,3,0,4,Quatro
Letras_Linguistica,UNISUL,Acad,2009.0,2003.0,16,81,0,,72,62,3,9,5,7,9,16,13,4,6,125,13,44,8,12,9,Quatro
Letras_Linguistica,UPF,Acad,,2003.0,9,65,0,,34,32,1,8,2,1,6,5,9,0,2,114,3,59,10,0,3,Quatro
Letras_Linguistica,USP,Acad,,1996.0,8,11,0,,17,6,0,0,2,0,2,2,0,0,11,11,9,9,0,5,7,Quatro
Letras_Linguistica,USP,Acad,2009.0,1975.0,13,24,0,,34,29,2,0,0,11,0,2,14,1,4,19,2,20,0,10,10,Quatro
Letras_Linguistica,USP,Acad,1971.0,1971.0,14,44,24,1.833333333,51,28,4,2,3,0,9,4,6,1,22,50,26,88,5,17,8,Quatro
Letras_Linguistica,USP,Acad,1997.0,1989.0,10,19,7,2.714285714,59,53,4,1,18,0,3,21,6,0,6,11,1,24,1,1,3,Quatro
Letras_Linguistica,USP,Acad,,1994.0,8,10,0,,34,30,9,3,10,1,3,3,1,1,3,7,4,10,0,6,7,Quatro
Letras_Linguistica,USP,Acad,1994.0,1994.0,6,9,2,4.5,23,20,1,0,6,7,1,2,3,2,1,6,3,5,0,1,0,Quatro
Letras_Linguistica,FUFSE,Acad,,2008.0,19,0,0,,58,52,1,3,0,12,2,8,26,0,6,127,15,98,0,0,15,Tres
Letras_Linguistica,PUC-GOIAS,Acad,,2006.0,9,30,0,,10,9,0,0,2,0,2,4,1,0,1,35,4,55,3,4,11,Tres
Letras_Linguistica,UEFS,Acad,,2000.0,15,39,0,,37,33,1,0,8,3,11,4,6,0,4,28,5,55,3,5,10,Tres
Letras_Linguistica,UERN,Acad,,2008.0,11,0,0,,34,26,0,1,0,8,5,4,8,3,5,82,0,13,16,1,0,Tres
Letras_Linguistica,UESC,Acad,,2008.0,10,0,0,,36,29,7,4,1,2,4,2,9,1,6,28,0,19,0,0,4,Tres
Letras_Linguistica,UFAC,Acad,,2006.0,14,21,0,,7,7,0,0,0,1,0,2,4,0,0,31,5,20,2,0,7,Tres
Letras_Linguistica,UFCG,Acad,,2004.0,17,43,0,,28,27,1,6,0,5,4,2,9,0,1,85,5,31,3,0,5,Tres
Letras_Linguistica,UFES,Acad,,2006.0,16,25,0,,105,96,1,0,1,30,1,15,48,2,7,67,4,54,4,0,1,Tres
Letras_Linguistica,UFGD,Acad,,2009.0,10,0,0,,18,13,1,0,2,3,4,1,2,0,5,74,1,9,2,5,2,Tres
Letras_Linguistica,UFMS,Acad,,2006.0,16,43,0,,44,39,1,1,0,7,6,9,15,2,3,83,1,69,1,10,2,Tres
Letras_Linguistica,UFMS,Acad,,1998.0,15,81,0,,52,50,2,2,0,7,18,2,19,0,2,88,2,60,6,0,6,Tres
Letras_Linguistica,UFMT,Acad,,2003.0,21,56,0,,52,51,2,3,4,5,28,4,5,0,1,47,5,79,7,0,1,Tres
Letras_Linguistica,UFPA,Acad,,1987.0,18,78,0,,33,31,1,5,3,6,2,12,2,0,2,77,6,53,2,1,10,Tres
Letras_Linguistica,UFSJ,Acad,,2003.0,10,32,0,,13,11,1,1,0,1,1,7,0,0,2,74,0,19,2,0,0,Tres
Letras_Linguistica,UNB,Acad,,2008.0,8,41,0,,22,19,0,1,1,2,2,2,11,1,2,5,2,9,0,0,0,Tres
Letras_Linguistica,UNEB,Acad,,2009.0,13,0,0,,1,1,0,0,0,1,0,0,0,0,0,15,1,4,0,0,7,Tres
Letras_Linguistica,UNEB,Acad,,2006.0,17,36,0,,46,34,0,0,4,3,14,3,10,1,11,71,3,57,0,0,8,Tres
Letras_Linguistica,UNIANDRADE,Acad,,2006.0,10,12,0,,86,86,4,3,20,1,14,5,39,0,0,44,3,30,2,3,6,Tres
Letras_Linguistica,UNICAP,Acad,,2003.0,11,56,0,,14,13,3,2,2,0,4,2,0,0,1,46,0,26,1,2,2,Tres
Letras_Linguistica,UNICSUL,Acad,,2007.0,10,10,0,,2,1,0,0,0,1,0,0,0,0,1,14,0,51,0,0,2,Tres
Letras_Linguistica,UNIFRAN,Acad,,2006.0,8,56,0,,55,55,3,3,2,12,21,5,9,0,0,78,1,32,1,0,2,Tres
Letras_Linguistica,UNIMAR,Acad,,2009.0,9,0,0,,5,4,0,0,0,1,0,1,2,0,1,0,6,2,0,0,1,Tres
Letras_Linguistica,UNIMONTES,Acad,,2009.0,10,0,0,,13,9,1,2,2,0,2,1,1,0,4,15,1,10,0,0,1,Tres
Letras_Linguistica,UNINCOR,Acad,,2003.0,9,29,0,,32,31,4,0,1,0,7,2,17,0,1,18,6,21,5,0,1,Tres
Letras_Linguistica,UNIR,Acad,,2007.0,14,17,0,,18,16,0,0,1,3,4,5,3,0,2,49,0,96,7,6,2,Tres
Letras_Linguistica,UNIRITTER,Acad,,2007.0,7,19,0,,32,21,1,2,2,3,2,5,6,0,11,59,2,19,2,1,4,Tres
Letras_Linguistica,UNISC,Acad,,2005.0,9,50,0,,95,82,12,1,9,30,2,19,9,0,13,47,0,38,0,0,2,Tres
Letras_Linguistica,UNITAU,Acad,,1995.0,13,77,0,,31,24,0,2,0,3,2,6,11,2,5,38,1,39,1,0,9,Tres
Letras_Linguistica,URI,Acad,,2006.0,8,12,0,,60,34,1,2,2,8,6,4,11,1,25,66,2,15,1,6,5,Tres
Mat_Prob_Estatistica,UNICAMP,Acad,1976.0,1972.0,39,38,48,0.791666667,170,167,15,25,32,51,23,6,15,0,3,9,3,12,0,0,0,Sete
Mat_Prob_Estatistica,USP,Acad,1970.0,1970.0,31,70,48,1.458333333,183,165,7,36,29,33,28,16,16,0,18,31,0,20,0,0,4,Sete
Mat_Prob_Estatistica,UFRJ,Acad,1972.0,1970.0,33,26,18,1.444444444,152,147,18,26,39,40,13,5,6,0,5,5,3,10,0,0,3,Seis
Mat_Prob_Estatistica,UNB,Acad,1975.0,1971.0,24,47,17,2.764705882,105,105,15,12,16,28,23,3,8,0,0,20,1,6,0,0,0,Seis
Mat_Prob_Estatistica,UNICAMP,Acad,1990.0,1977.0,36,46,28,1.642857143,220,206,12,38,45,42,18,25,26,0,14,99,3,19,0,0,0,Seis
Mat_Prob_Estatistica,USP,Acad,1970.0,1970.0,56,33,19,1.736842105,176,175,6,37,33,44,29,10,16,0,1,14,0,15,0,0,4,Seis
Mat_Prob_Estatistica,USP/SC,Acad,1970.0,1970.0,38,36,22,1.636363636,182,176,7,26,38,66,23,7,9,0,6,3,0,3,0,0,1,Seis
Mat_Prob_Estatistica,UFMG,Acad,2005.0,1996.0,18,44,4,11.0,78,72,1,6,20,11,21,2,11,0,6,56,0,10,0,0,1,Cinco
Mat_Prob_Estatistica,UFPE,Acad,2007.0,1996.0,15,27,0,,74,69,2,13,13,16,16,1,8,0,5,2,1,2,0,0,0,Cinco
Mat_Prob_Estatistica,UFPE,Acad,1984.0,1967.0,13,29,12,2.416666667,113,110,2,17,19,39,18,1,14,0,3,0,0,1,0,0,0,Cinco
Mat_Prob_Estatistica,UFRGS,Acad,1995.0,1978.0,16,31,11,2.818181818,46,46,1,4,15,10,8,4,4,0,0,0,1,1,0,0,0,Cinco
Mat_Prob_Estatistica,UFRJ,Acad,2001.0,1981.0,10,14,10,1.4,32,30,1,4,10,6,7,1,1,0,2,5,3,4,0,0,0,Cinco
Mat_Prob_Estatistica,UFSCAR,Acad,1996.0,1987.0,22,20,10,2.0,56,55,1,12,13,15,9,0,5,0,1,2,0,3,0,0,0,Cinco
Mat_Prob_Estatistica,UNICAMP,Acad,2006.0,1977.0,12,22,2,11.0,50,49,2,10,7,9,11,3,7,0,1,14,2,2,0,0,0,Cinco
Mat_Prob_Estatistica,UNICAMP,Prof,,2006.0,20,34,0,,112,107,4,12,23,25,11,7,25,0,5,69,4,12,0,0,1,Cinco
Mat_Prob_Estatistica,USP,Acad,1970.0,1970.0,18,23,18,1.277777778,47,44,6,10,3,16,3,0,6,0,3,10,3,6,0,0,0,Cinco
Mat_Prob_Estatistica,UFBA,Acad,,1969.0,11,27,0,,25,25,3,4,6,7,3,0,2,0,0,0,0,0,0,0,0,Quatro
Mat_Prob_Estatistica,UFCG,Acad,,2003.0,14,21,0,,53,53,1,6,14,19,7,6,0,0,0,3,3,2,0,0,0,Quatro
Mat_Prob_Estatistica,UFF,Acad,2008.0,1969.0,17,23,0,,43,43,7,11,11,10,3,0,1,0,0,2,1,0,0,0,1,Quatro
Mat_Prob_Estatistica,UFG,Acad,,1973.0,11,29,0,,38,37,0,8,8,13,2,4,2,0,1,0,1,0,0,0,0,Quatro
Mat_Prob_Estatistica,UFPA,Acad,,2004.0,16,48,0,,41,39,0,2,5,18,6,4,4,0,2,12,0,3,0,0,0,Quatro
Mat_Prob_Estatistica,UFPB/J.P.,Acad,,1994.0,15,29,0,,61,60,2,4,10,23,15,1,5,0,1,1,0,0,0,0,0,Quatro
Mat_Prob_Estatistica,UFPR,Acad,,2002.0,7,9,0,,28,26,2,5,4,10,1,2,2,0,2,2,0,0,0,0,0,Quatro
Mat_Prob_Estatistica,UFRGS,Acad,2000.0,1995.0,16,23,6,3.833333333,57,50,3,4,10,9,11,6,7,0,7,35,1,8,1,0,0,Quatro
Mat_Prob_Estatistica,UFRJ,Acad,,1996.0,10,9,0,,16,16,2,4,4,4,2,0,0,0,0,1,2,3,0,0,0,Quatro
Mat_Prob_Estatistica,UFSC,Acad,,1976.0,10,23,0,,57,56,13,6,7,13,6,6,5,0,1,15,5,1,0,0,0,Quatro
Mat_Prob_Estatistica,UFSCAR,Acad,2006.0,1997.0,10,39,1,39.0,68,64,1,6,9,10,7,10,21,0,4,20,0,10,0,0,2,Quatro
Mat_Prob_Estatistica,UNESP/SJRP,Acad,2008.0,1998.0,25,58,0,,96,91,1,13,18,20,14,5,20,0,5,61,0,6,1,0,0,Quatro
Mat_Prob_Estatistica,UFES,Acad,,2006.0,10,10,0,,11,10,1,3,2,3,1,0,0,0,1,2,0,0,0,0,1,Tres
Mat_Prob_Estatistica,UFRN,Acad,,2006.0,10,13,0,,17,17,2,3,2,3,2,1,4,0,0,27,3,1,0,0,0,Tres
Mat_Prob_Estatistica,UFSM,Acad,,2007.0,16,5,0,,18,18,0,3,3,1,4,3,4,0,0,17,0,0,0,0,1,Tres
Mat_Prob_Estatistica,UFU,Acad,,2007.0,9,6,0,,65,62,2,4,11,16,4,1,24,0,3,62,0,0,0,0,0,Tres
Mat_Prob_Estatistica,UFV,Acad,,2008.0,16,1,0,,18,15,0,1,4,7,2,0,1,0,3,3,1,1,0,0,0,Tres
Mat_Prob_Estatistica,UNB,Acad,,2008.0,9,0,0,,23,16,0,1,1,3,4,0,7,0,7,10,0,2,0,0,0,Tres
Mat_Prob_Estatistica,UNESP/RC,Prof,,2008.0,13,0,0,,18,13,0,1,3,2,3,0,4,0,5,6,1,1,0,0,0,Tres
Materiais,UFSC,Acad,1994.0,1994.0,20,53,25,2.12,247,221,51,25,39,59,15,19,13,15,11,254,0,14,0,0,1,Seis
Materiais,USP/EEL,Acad,1988.0,1988.0,20,22,11,2.0,100,95,17,9,18,35,8,4,4,1,4,114,0,3,0,0,0,Cinco
Materiais,USP/SC,Acad,1993.0,1993.0,29,36,18,2.0,274,224,69,38,51,38,19,6,3,0,50,74,1,9,0,0,1,Quatro
Materiais,UniFOA,Prof,,2009.0,12,0,0,,19,17,6,1,5,4,0,0,1,0,2,35,0,1,0,0,1,Tres
Materiais,UNIVASF,Acad,,2007.0,7,4,0,,23,19,6,4,9,0,0,0,0,0,4,14,0,1,0,0,0,Tres
Medicina_Veterinaria,UFMG,Acad,1989.0,2007.0,42,116,57,2.035087719,374,351,23,26,159,37,40,50,16,1,22,158,0,8,0,1,0,Seis
Medicina_Veterinaria,UFSM,Acad,1997.0,1974.0,26,68,20,3.4,331,323,11,21,91,111,23,54,12,0,8,82,0,60,0,0,0,Seis
Medicina_Veterinaria,UNESP/JAB,Acad,1999.0,1999.0,43,83,74,1.121621622,608,584,15,49,186,71,48,190,25,0,24,91,4,35,0,0,1,Seis
Medicina_Veterinaria,USP,Acad,1985.0,1976.0,17,42,25,1.68,248,230,45,28,79,28,28,15,7,0,18,19,0,20,0,0,1,Seis
Medicina_Veterinaria,USP,Acad,1978.0,1978.0,15,33,19,1.736842105,181,163,25,24,71,12,2,21,8,0,18,31,0,33,1,2,3,Seis
Medicina_Veterinaria,UFRGS,Acad,1998.0,1969.0,28,97,34,2.852941176,356,352,11,28,109,41,13,138,12,0,4,19,2,63,0,0,0,Cinco
Medicina_Veterinaria,UFRGS,Acad,2009.0,2009.0,9,0,0,,3,3,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,Cinco
Medicina_Veterinaria,UFRPE,Acad,1999.0,1978.0,20,98,53,1.849056604,267,227,2,18,66,21,19,93,8,3,37,108,3,9,0,0,0,Cinco
Medicina_Veterinaria,UFRRJ,Acad,1977.0,1972.0,24,45,46,0.97826087,270,261,0,29,92,26,57,51,6,0,9,64,0,8,0,0,0,Cinco
Medicina_Veterinaria,UFV,Acad,2005.0,1996.0,24,65,11,5.909090909,227,218,3,16,98,24,43,21,13,0,9,43,6,7,0,3,0,Cinco
Medicina_Veterinaria,UNESP/BOT,Acad,1981.0,1983.0,46,148,90,1.644444444,536,522,9,49,179,43,110,104,28,0,14,63,0,40,0,1,1,Cinco
Medicina_Veterinaria,USP,Acad,1992.0,1992.0,12,28,11,2.545454545,95,92,1,4,45,25,2,8,7,0,3,13,0,13,0,0,0,Cinco
Medicina_Veterinaria,USP,Acad,1993.0,1976.0,11,31,26,1.192307692,150,139,2,30,50,21,20,15,1,2,9,19,1,10,0,0,0,Cinco
Medicina_Veterinaria,UFF,Prof,,2009.0,16,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quatro
Medicina_Veterinaria,UFF,Acad,2001.0,1974.0,10,22,21,1.047619048,97,95,1,2,13,10,30,34,5,0,2,118,0,1,0,0,0,Quatro
Medicina_Veterinaria,UFF,Acad,2006.0,1987.0,13,58,6,9.666666667,185,185,0,8,43,8,62,58,6,0,0,73,0,9,0,0,1,Quatro
Medicina_Veterinaria,UFG,Acad,2001.0,1995.0,32,84,58,1.448275862,287,276,7,11,64,24,8,143,19,3,8,92,2,117,0,0,0,Quatro
Medicina_Veterinaria,UFLA,Acad,2009.0,2004.0,13,27,0,,114,109,0,7,33,3,9,50,7,0,5,21,1,9,0,0,0,Quatro
Medicina_Veterinaria,UFMT,Acad,,2007.0,15,12,0,,61,61,1,8,25,9,2,16,0,0,0,15,0,2,0,0,0,Quatro
Medicina_Veterinaria,UFPR,Acad,2009.0,1986.0,22,82,0,,203,189,1,7,52,12,44,64,9,4,10,20,0,38,0,0,1,Quatro
Medicina_Veterinaria,UFRPE,Acad,2008.0,2008.0,9,1,0,,117,101,2,13,36,12,8,25,5,0,16,35,1,3,0,0,1,Quatro
Medicina_Veterinaria,UFRRJ,Acad,,2006.0,15,33,0,,91,84,4,6,24,15,5,23,7,0,7,29,1,4,0,0,0,Quatro
Medicina_Veterinaria,UFU,Acad,,1999.0,19,55,0,,153,151,4,11,31,13,21,58,13,0,2,43,0,6,0,0,0,Quatro
Medicina_Veterinaria,UNB,Acad,2007.0,2007.0,15,22,1,22.0,155,139,4,25,40,12,12,40,6,0,16,54,0,18,1,0,0,Quatro
Medicina_Veterinaria,UNB,Acad,,2007.0,13,17,0,,95,94,5,10,41,9,7,22,0,0,1,13,1,12,0,0,0,Quatro
Medicina_Veterinaria,UNESP/Arac,Acad,,2004.0,24,62,0,,136,135,4,22,40,14,24,27,4,0,1,1,0,12,0,0,0,Quatro
Medicina_Veterinaria,UNESP/JAB,Acad,1999.0,1992.0,15,57,44,1.295454545,147,147,0,0,57,34,5,45,6,0,0,2,2,21,0,0,0,Quatro
Medicina_Veterinaria,UNIP,Acad,2009.0,2002.0,11,10,0,,69,60,13,2,21,4,8,4,8,0,9,11,1,12,0,0,0,Quatro
Medicina_Veterinaria,USP,Acad,1991.0,1991.0,13,34,14,2.428571429,154,152,2,6,47,42,8,33,14,0,2,23,1,22,0,0,0,Quatro
Medicina_Veterinaria,UFES,Acad,,2008.0,9,0,0,,74,72,0,4,23,8,7,16,14,0,2,35,0,2,0,0,0,Tres
Medicina_Veterinaria,UFPA,Acad,,2009.0,8,0,0,,48,46,0,4,29,5,1,6,1,0,2,6,0,0,0,0,0,Tres
Medicina_Veterinaria,UNIFENAS,Acad,,2009.0,7,0,0,,9,8,0,3,2,2,0,1,0,0,1,2,0,0,0,0,0,Tres
Medicina_Veterinaria,UNIFRAN,Acad,,2007.0,10,5,0,,65,64,0,1,25,16,2,19,1,0,1,1,2,19,0,0,0,Tres
Medicina_Veterinaria,UNIPAR,Acad,,2006.0,8,23,0,,76,74,0,1,15,8,10,37,3,0,2,95,0,4,0,2,0,Tres
Medicina_Veterinaria,UNOESTE,Acad,,2006.0,11,26,0,,71,69,1,4,15,12,8,29,0,0,2,17,1,14,0,0,0,Tres
Medicina_Veterinaria,UVV,Acad,,2008.0,10,0,0,,33,32,0,1,14,3,3,8,3,0,1,3,0,7,0,0,0,Tres
Odontologia,UNESP/ARAR,Acad,1993.0,1990.0,17,19,33,0.575757576,221,211,35,50,28,25,29,33,11,0,10,2,0,8,0,0,0,Seis
Odontologia,UNICAMP/Pi,Acad,1993.0,1993.0,34,64,79,0.810126582,289,284,55,59,50,38,33,36,13,2,3,0,0,9,0,0,0,Seis
Odontologia,UNICAMP/Pi,Acad,1999.0,1999.0,10,17,13,1.307692308,129,125,27,30,19,15,22,8,4,1,3,0,0,5,0,0,0,Seis
Odontologia,UNICAMP/Pi,Acad,1991.0,1983.0,10,21,27,0.777777778,174,173,25,37,35,24,33,11,8,0,1,2,0,1,0,0,0,Seis
Odontologia,UERJ,Acad,1998.0,1982.0,17,60,47,1.276595745,184,180,25,21,18,11,36,34,35,2,2,17,1,5,1,0,0,Cinco
Odontologia,UFPEL,Acad,2004.0,1976.0,13,18,8,2.25,108,105,15,31,20,10,11,13,5,0,3,7,0,1,0,0,0,Cinco
Odontologia,UFRGS,Acad,2002.0,1991.0,19,47,12,3.916666667,189,180,31,19,16,32,27,39,16,2,7,7,0,17,0,0,0,Cinco
Odontologia,UFRJ,Acad,1981.0,1960.0,18,49,16,3.0625,208,203,30,31,34,33,32,25,18,0,5,5,0,7,1,0,0,Cinco
Odontologia,UNAERP,Acad,2005.0,2000.0,11,33,11,3.0,62,62,12,14,15,8,5,4,4,0,0,0,0,0,0,0,0,Cinco
Odontologia,UNESP/Arac,Acad,1995.0,1993.0,12,14,16,0.875,88,87,17,21,17,12,8,8,4,0,1,2,0,5,0,0,0,Cinco
Odontologia,UNESP/ARAR,Acad,1983.0,1978.0,18,37,31,1.193548387,290,278,20,27,34,36,31,82,48,1,11,4,1,25,0,0,0,Cinco
Odontologia,UNESP/ARAR,Acad,1996.0,1996.0,11,23,17,1.352941176,103,100,6,11,26,25,8,21,3,1,2,1,0,5,0,0,0,Cinco
Odontologia,UNESP/SJC,Acad,1992.0,1992.0,14,38,23,1.652173913,167,160,12,21,21,36,13,47,10,3,4,10,0,31,0,4,2,Cinco
Odontologia,UnG,Acad,2008.0,2003.0,13,26,0,,127,124,19,28,15,19,12,20,11,0,3,6,0,9,0,0,0,Cinco
Odontologia,UNICAMP/Pi,Acad,1984.0,1974.0,14,28,27,1.037037037,120,117,16,28,12,7,22,24,8,1,2,3,0,5,0,0,0,Cinco
Odontologia,UNICAMP/Pi,Prof,,2003.0,11,14,0,,125,123,6,11,26,14,20,34,12,2,0,3,1,19,0,0,0,Cinco
Odontologia,UNICAMP/Pi,Acad,1994.0,1983.0,11,15,16,0.9375,85,84,1,14,16,6,18,10,19,0,1,0,0,1,0,0,0,Cinco
Odontologia,USP,Acad,1988.0,1988.0,12,16,20,0.8,147,146,12,15,48,27,10,30,4,0,1,5,1,8,0,0,0,Cinco
Odontologia,USP,Acad,1988.0,1988.0,13,11,18,0.611111111,102,93,25,22,26,9,7,3,1,0,9,0,2,9,0,0,0,Cinco
Odontologia,USP,Acad,1988.0,1988.0,11,20,21,0.952380952,128,117,10,26,26,18,25,9,3,1,10,1,0,10,0,0,0,Cinco
Odontologia,USP/FOB,Acad,1983.0,1973.0,10,42,18,2.333333333,125,124,15,9,40,1,22,27,10,0,1,9,1,41,0,11,0,Cinco
Odontologia,USP/RP,Acad,2006.0,1998.0,10,13,3,4.333333333,116,101,31,29,18,4,7,7,5,0,15,17,0,7,0,0,0,Cinco
Odontologia,USP/RP,Acad,1987.0,1983.0,28,41,25,1.64,221,200,17,30,50,48,34,12,9,1,20,0,0,7,0,0,0,Cinco
Odontologia,USP/RP,Acad,2003.0,1997.0,10,16,12,1.333333333,97,94,11,21,29,15,3,11,4,0,3,1,2,12,0,0,0,Cinco
Odontologia,USP/RP,Acad,2006.0,1998.0,14,23,6,3.833333333,206,202,26,39,41,27,28,28,13,0,4,0,2,39,0,0,2,Cinco
Odontologia,PUC/PR,Acad,2006.0,1996.0,27,67,7,9.571428571,190,177,15,38,21,13,23,36,31,2,11,3,0,23,0,0,0,Quatro
Odontologia,SLMANDIC,Acad,2005.0,2004.0,20,12,29,0.413793103,194,186,27,42,24,21,14,47,11,2,6,18,7,23,0,0,1,Quatro
Odontologia,UEPG,Acad,2009.0,2002.0,14,20,0,,177,163,16,28,19,14,18,42,26,1,13,54,1,10,0,0,1,Quatro
Odontologia,UFBA,Acad,,1992.0,13,36,0,,120,113,6,14,19,9,16,22,27,2,5,1,0,5,0,0,0,Quatro
Odontologia,UFC,Acad,2009.0,2005.0,13,47,0,,80,75,3,24,10,6,7,18,7,1,4,12,2,8,0,0,0,Quatro
Odontologia,UFF,Acad,,2002.0,18,29,0,,97,97,7,10,19,7,11,37,6,0,0,5,0,2,0,0,0,Quatro
Odontologia,UFG,Acad,,2003.0,15,34,0,,124,117,14,26,19,11,9,28,10,6,1,18,1,32,0,0,0,Quatro
Odontologia,UFPB/J.P.,Acad,2000.0,,14,0,17,,240,228,11,16,37,41,35,49,39,4,8,9,0,13,0,1,0,Quatro
Odontologia,UFPE,Acad,2009.0,2001.0,12,30,0,,127,120,8,7,11,17,12,48,17,0,7,0,0,4,0,0,0,Quatro
Odontologia,UFRN,Acad,1997.0,1978.0,10,6,7,0.857142857,84,80,2,6,7,9,19,22,15,0,4,0,0,0,0,0,0,Quatro
Odontologia,UFSM,Acad,,2008.0,16,3,0,,91,87,5,10,7,19,19,21,6,0,4,3,0,4,0,0,1,Quatro
Odontologia,UFU,Acad,,2001.0,14,79,0,,160,146,12,36,20,19,16,22,21,11,3,9,0,9,0,0,0,Quatro
Odontologia,ULBRA,Acad,2006.0,1995.0,16,38,4,9.5,160,155,11,9,6,26,28,48,27,3,2,12,0,27,0,0,3,Quatro
Odontologia,UNESA,Prof,,2002.0,11,16,0,,99,91,24,12,15,2,4,15,19,0,8,0,2,6,0,0,1,Quatro
Odontologia,UNESP/Arac,Acad,1981.0,1977.0,33,50,55,0.909090909,458,435,18,73,68,52,71,97,56,8,15,16,0,19,0,0,0,Quatro
Odontologia,UNESP/Arac,Acad,1995.0,1994.0,10,9,11,0.818181818,150,138,1,0,17,8,39,55,18,4,8,1,7,6,0,0,1,Quatro
Odontologia,UNESP/SJC,Acad,1998.0,1997.0,22,26,30,0.866666667,210,194,10,25,22,27,29,65,16,7,9,16,0,33,0,0,1,Quatro
Odontologia,UNICSUL,Acad,2008.0,2004.0,14,18,0,,115,105,6,9,29,17,6,27,11,3,7,3,0,28,0,0,2,Quatro
Odontologia,UNITAU,Acad,2007.0,1991.0,21,70,7,10.0,143,138,12,14,27,21,12,27,25,3,2,33,0,26,0,0,3,Quatro
Odontologia,UNOPAR,Acad,,2003.0,12,28,0,,87,83,12,12,10,3,12,18,16,0,4,6,4,7,0,0,0,Quatro
Odontologia,USP,Acad,1984.0,1971.0,60,79,68,1.161764706,392,375,22,39,51,63,44,94,62,11,6,4,6,162,3,0,2,Quatro
Odontologia,USP,Acad,1988.0,1988.0,11,24,22,1.090909091,101,98,1,16,23,8,13,25,12,2,1,2,1,29,0,0,1,Quatro
Odontologia,USP/FOB,Acad,1978.0,1972.0,8,0,18,1.166666667,84,83,5,7,23,3,10,26,9,0,1,2,1,7,0,0,5,Quatro
Odontologia,USP/FOB,Acad,1975.0,1970.0,16,0,22,0.954545455,210,203,42,46,41,24,21,17,12,1,6,2,3,22,1,0,0,Quatro
Odontologia,USP/FOB,Acad,1987.0,1987.0,4,0,12,0.75,97,95,6,17,10,7,19,28,8,0,2,1,2,1,0,0,1,Quatro
Odontologia,USP/FOB,Acad,1975.0,1970.0,14,0,15,1.866666667,76,73,10,20,15,6,3,11,8,1,2,0,1,20,0,0,0,Quatro
Odontologia,FESP/UPE,Acad,,2009.0,11,0,0,,7,7,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,Tres
Odontologia,ILAPEO,Prof,,2008.0,14,0,0,,60,46,3,7,4,8,3,19,2,14,0,2,0,25,0,0,1,Tres
Odontologia,UEM,Acad,,2008.0,10,0,0,,54,52,0,8,2,1,8,20,13,1,1,37,0,8,0,0,1,Tres
Odontologia,UEPB,Acad,,2009.0,13,0,0,,43,33,0,2,1,1,6,18,5,0,10,4,0,7,0,0,0,Tres
Odontologia,UFES,Prof,,2007.0,15,16,0,,74,58,0,1,8,5,7,32,5,0,16,11,0,14,0,0,3,Tres
Odontologia,UFJF,Acad,,2007.0,16,10,0,,92,88,6,1,7,3,19,34,18,0,4,13,1,5,2,4,2,Tres
Odontologia,UFMA,Acad,,2008.0,17,0,0,,66,58,7,10,8,9,7,15,2,0,8,1,0,1,0,0,0,Tres
Odontologia,UFPA,Acad,,2003.0,15,14,0,,44,32,0,3,7,0,3,13,6,0,12,0,0,0,0,0,1,Tres
Odontologia,UFPB/J.P.,Acad,,1990.0,11,35,0,,136,126,5,3,22,19,20,35,22,5,5,17,0,15,0,2,0,Tres
Odontologia,UFPR,Acad,,2009.0,12,0,0,,14,8,0,1,3,1,2,0,1,0,6,0,0,6,0,0,0,Tres
